	  16217491	   4266583	  11276296	   1151235
	   1490859	   1311435	  15180875	   9728385
	  12984251	  13730603	   7173309	  12782613
	  15051026	   4325683	   9003435	   2534414
	    667636	   3180568	   3162258	    750879
	   6051287	   6152661	   4243511	   2148774
	   2672698	   3201534	  12913632	  12276625
	  14720530	  16430056	   7700072	    894885
	  16378915	   1589226	   7506047	  12176539
	   1500776	   8257612	    868416	   8773196
	   9759133	  11907916	  12458357	   5108299
	  16539565	  11379257	  10440766	  11222586
	   3678487	  11500307	   3993869	   7780968
	   8497692	   3481513	  11491503	  15240968
	  10792888	  15090210	   7264467	  10005488
	   5170202	   4874873	   5063038	  13997790
	   3260130	   8689620	    988930	  13190595
	    936759	   2103012	  14058163	   5909557
	   3761521	  13692544	  16152845	  10898971
	  10616257	   6458431	  13419860	  15161844
	   6536549	   9834231	   3696593	  11428335
	   4249030	  13404354	  14953815	   7213796
	  14598728	  13601863	   4956859	   6462958
	  15540840	  11262314	  14769635	   8232092
	  11595807	   5058699	   6918328	   6213625
	   2073076	   2178926	   2408960	  12231300
	   2921435	   5120372	  13873097	   4307591
	  14294583	  13857588	   9559836	   8251682
	   7714388	  12436765	   6327929	  14470099
	   1149103	  12936258	  14932692	  16281659
	   8889110	  12591562	   4202520	  12501030
	  10397872	  11761915	   5754909	     91962
	   4009784	   1110876	   2326883	  13835942
	   7500102	   4100629	  14519565	   7019660
	  10422589	   1236831	   9266660	    898047
	  14359557	   1886114	  11516754	   1116468
	   2246633	    187253	   9365240	   3321583
	    545911	   1079281	   5743272	   4439214
	    522580	   1113680	   6395487	   2811383
	   6213035	   3290013	   3583839	  13583133
	   6829301	  13124564	   9815369	   3430059
	   9330041	  10738478	   8783986	   1406989
	   7522317	   4627717	   5944162	  15879530
	  16461683	   4414966	   7091957	   8914741
	   2482119	   7439460	   3203153	  13648946
	   8591653	  11481924	  14039021	   3307347
	  11144757	  10283702	   9142291	   7598084
	         1	         0	         1	         0
	         0	         0	         0	         0
	         1	         0	         1	         1
	         0	         0	         1	         0
	       109	       109	       109	       109
	        11	        11	        11	        11
	         6	         6	         6	         6
	        31	        31	        31	        31

	       105	       105	       105	       105
	   6494465	   6576170	   3294890	  12559871
	    897331	    779298	   7600997	   5230800
	    407793	  14187895	   1857154	   1574473
	   8424479	  13762292	   3439600	  14901436
	   5863342	   8585540	   2306908	   9386754
	  15600446	   1594713	  15205213	   6555247
	  10600776	   7107246	  16621872	  10193594
	   1323122	  15182557	    135226	   9843537
	    409589	   4974554	  16603297	   4526450
	   4821750	  11331268	   9384717	    722612
	  14803207	  11693128	  10062073	  16150157
	    875753	  15217490	      5091	   9073054
	   6218536	   6061591	   1995282	  10870083
	   3096527	   3841790	   7598205	   7342823
	   6042964	   9288246	   5828422	  10710690
	   7607665	   3683979	   1517228	   5477881
	  12798708	   5100546	  13784429	   9776262
	   2199248	  15329581	   9969657	   4140723
	   1344682	  16146482	  13842489	  12387199
	  12996591	   5169198	   4201660	   9056168
	   1213443	    199671	  11219001	    339013
	   2879690	   5885175	  11618575	   5126496
	   5999463	  10102929	   7266962	  10026649
	     32420	  15880341	  10077293	   8313427
	  15766241	   8285617	   8176835	   5772469
	   5654980	  11305776	   1681020	   2396330
	   6916709	   2525947	   4038476	   3207088
	   2594913	   7365256	   1767355	   8336734
	  13546368	  14294495	  10188327	   2113499
	  12822114	  15393988	    110973	  10303584
	  14909939	   5066797	   3260974	   9803979
	   5208161	  14392629	   5225581	  11786884
	  11860324	  10302863	  11942700	  10989571
	    725991	   4366035	   4846202	   8938536
	  12137925	  11386058	   4440206	   9099089
	   7130720	   7366953	  14556129	   8875184
	   3971296	  15374893	  13504715	   2068333
	   8876700	   3947808	   1334152	   8841099
	   8858249	   6235085	   1224540	   6511709
	   3379486	   6080454	   2407194	   3891046
	    556612	   4662279	   4490697	  15086258
	   8424649	   1751176	  14738480	  11734104
	    752081	  10860696	   5798887	   5307686
	    699094	   5787217	  13392428	    229159
	   4280856	  16249088	  12489181	   1404789
	   8882110	   7160781	   4205014	  14242733
	  15574419	  11635147	   9913514	  13928957
	    188963	  13043383	   4818324	   9450159
	  14897370	  13745064	  15180562	   1022515
	   1664947	  11801448	  10596646	   7467738
	  12882447	   4572270	   5836066	  12859092
	  14508562	   1635620	  12833306	   7915761
	  11748475	  13376309	   5916200	   6200298
	   6200140	    625161	  14069796	  10989313
	  10989017	  10831840	   9164194	  10718689
	   4945305	  16443197	   7294022	  11855078
	  13405944	  15454721	   1526129	  13199048
	   8999301	   4575186	   8001296	  12673513
	  16508451	   8770736	    658512	  13957914
	  11715332	  15184622	   2692021	  10424618
	  16586287	  12325096	   6968205	   9835872
	   2349875	   8256459	   4260875	  13283522
	    187158	  11745344	  13654404	   7016698
	   8492263	  13726670	  11744694	   5535726
	  16017418	   2850503	   2370618	   9074037
	  13671431	   4947407	   3175332	  14450010
	   9980033	  13927560	   2487198	   9613160
	  16753835	   8101405	   3878533	  15524908
	  13353015	   5554483	  14622306	   4859950
	  14591415	   8290469	  13731844	  13568707
	  11962341	   3874959	    842104	   8538278
	   2187008	  15808060	    607647	   4964181
	  12693527	   3791515	   2777918	  15011277
	  14166118	  10682441	   1862229	  16195553
	  11065511	  16399956	  13665364	   5393612
	  13713392	   5579984	   9888990	   1102440
	  13979611	   9589087	  13287406	   8555467
	  14047842	   2732651	  10462793	   9629556
	  11194628	   3813285	   9379602	   6620426
	   9686665	   8580320	   4527384	   4403348
	  14196261	  14426213	    507736	   5538255
	  11152931	   4410717	    891573	   4181222
	   4148119	  13944148	  14440396	   2387312
	  14186905	   6104818	   5391564	  12568362
	   8701494	   2649621	   6784437	  14472465
	   8323759	   2000766	   9564185	   9044212
	   3861608	   4772218	   5962696	   9325845
	  15555822	   4462961	   5218847	  10483206
	   6660230	   8796657	   5949712	   4628588
	   1658804	   1347155	  11925947	   4828904
	   6372197	  13563990	    492559	  16375391
	   6662852	   5645779	    805397	   6786639
	  12878628	   7563604	  14944981	  14147873
	   3882609	  13683153	  16356072	   8737960
	   5242989	  12135900	  14999774	   2491011
	   5359481	  10107367	   9258296	   4388761
	         1	         0	         0	         1
	         0	         0	         1	         0
	         0	         0	         0	         0
	         1	         0	         1	         1
	       109	       109	       109	       109
	        11	        11	        11	        11
	         6	         6	         6	         6
	        31	        31	        31	        31

	       105	       105	       105	       105
	   9242860	  11838343	   1381587	  11339689
	  16248504	  12121385	   4689936	   9894827
	    448650	  15974562	  12999273	   4034638
	   7380285	  14117709	   7942111	   7796139
	  10681648	   1349548	   5186691	  14173753
	   2383445	   1822994	   6006800	  14673236
	  15682014	   1625888	  10959867	   9931821
	   5990632	  12014011	   4869341	  11368481
	  16026522	    807924	    363728	  11229801
	   2189160	   8302069	  12902095	   5641849
	   3206444	   9339616	   2174077	   8198849
	  13725895	   3981351	    180635	  13243533
	   1438036	  13031718	   2847541	   5206068
	   8531903	  10089345	   9243409	  16664279
	   3564537	  11980384	   8765820	    264899
	  15220588	  16492857	   5236886	   7437104
	  10026873	  16055515	   1586554	   2208304
	   1740113	  14250539	  16110497	   9253937
	   3998940	   5905584	  11057169	   7779731
	   7993807	   4454576	   5592454	   7442582
	   6508829	  13170095	   3785818	   5307944
	   2722557	   4551672	  14658114	   2919471
	  10342786	  12135817	   2517219	   2644509
	    634941	   4308846	   3377593	  10303749
	  11595721	   4473462	  13898903	   4135988
	  10760509	   2915040	   6137181	     68488
	   2072538	  12747700	  16443649	    892028
	  16264815	   8150368	   9332889	   5271616
	   7922406	   9506616	  10837929	   7685619
	  13826152	   3681592	  12688798	  10045853
	  12600653	  10828569	   6097178	   7158731
	   2117520	   1546178	     19976	   4908667
	   4055293	   4878211	   9149273	  10231950
	   6356161	  13504189	  13080388	   1074863
	   8035505	   3574829	   6975806	  12161721
	  10132541	   9863102	   3153090	   2827267
	  15976735	   1117956	  11429881	  13511197
	   3029193	   9913774	   5996403	   7319728
	  13087627	  16745834	   2199521	   4740833
	   3310285	  10456133	   1174742	  15838242
	   8077561	    375101	   6278552	  11749214
	   3392954	    524995	   9100507	   2931355
	   8855188	   6366249	   6393187	   2401854
	  11526461	   2429837	  12234172	  10460454
	  12475151	   3760788	   2902138	   7224146
	   3426650	  11523688	   7580349	   7146428
	   9061048	   6063222	   2311914	   8176408
	   6890804	   2702110	   3601729	   8774896
	   2623958	   9384051	  15635991	  13958681
	   2511979	  12488203	   1200992	  12254151
	  10050778	     61449	   1077200	  11090091
	  11502222	   6533420	   3367446	  15163311
	  13680877	  16727859	   2467145	   5517085
	   4093177	   2753876	  14429392	  12645160
	   3893122	  12203557	   3975000	   6029825
	   6325083	   5040826	   4143736	  13437121
	  16015630	  13265768	    473406	   9769468
	  12607598	  12772386	   5007214	  15038766
	  12204961	   6337307	  16670400	  14196575
	  11522211	   2612013	    758743	   7097579
	    347212	   9312041	  12756941	  15616039
	  10915782	   1080786	   6864284	  12193165
	  11576490	  12950792	  13624242	   1193694
	   7465466	   7118498	   7830009	   4409331
	   7747069	   9845012	  13755399	   9443626
	  11147116	   9953027	  15994703	  12528683
	   4717423	   2538948	   7788617	   7176573
	   8555754	  10479502	   5569902	  12785020
	  10177214	   2542503	   4115796	   7107482
	   2021966	    157585	  10986953	  15341717
	   8742907	  11191638	   7902825	  10016831
	   1473290	  11707752	  15270617	   9143519
	  10518711	   2455356	   1100562	  12670107
	  13445813	   3128777	   6748966	   9753000
	   5742692	  16668005	   3535398	   4821002
	  13336431	  14032721	  13292246	   4165469
	   4813441	    685036	  13082531	  10270161
	    474673	  12813889	   7269911	  15242853
	    143454	   2518303	   4183806	  16205087
	   3233203	   5959127	  12717741	   7448979
	   2763005	  15338494	   5821817	   5677238
	   7422639	  15903821	  14494259	  12012748
	   3750470	   7138341	   7519055	  13845814
	   4991252	    573644	   7912025	   8983543
	   1421110	   3954000	  12298712	  15773648
	   2918334	  14804296	  11621671	   8216125
	  13418530	    594554	   7071703	    778813
	   1862269	  15208678	  16483166	   9029046
	  16002017	   5304768	   3141069	   4138257
	   3479016	  14432205	   5646430	   4503933
	  15374636	  11988526	   8888247	  15273138
	   8268471	  13894992	  11679740	   4755896
	   1926698	   7745656	  12463040	   9405735
	  14817112	   4408642	  14811462	  10119814
	   7275313	   6457027	  10128434	   7622829
	   2614260	   7627935	  14242345	   2163102
	         0	         1	         1	         1
	         0	         1	         1	         1
	         1	         0	         1	         0
	         0	         1	         1	         1
	       109	       109	       109	       109
	        11	        11	        11	        11
	         6	         6	         6	         6
	        31	        31	        31	        31

Read back test passed

